sku,Name,Brand,Categories,Wholesale,Price,Description,Images
CC419-SW-087,Hooker Furniture Living Room Jilian Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,888,1953.6,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 31 1/2"" (80 cm) 
Depth: 34 1/2"" (87.6 cm) 
Height: 35"" (88.9 cm) 
Weight: 57 lb (25.6 kg)","CC419-SW-087-1,
CC419-SW-087-2,
CC419-SW-087-3"
CC434-SW-079,Hooker Furniture Living Room Mandy Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,860,1892,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 30"" (76.2 cm) 
Depth: 38 1/2"" (97.8 cm) 
Height: 34"" (86.4 cm) 
Weight: 95 lb (42.8 kg)","CC434-SW-079-1,
CC434-SW-079-2"
CC440-086,Hooker Furniture Living Room Royce Club Chair,Hooker Furniture,Seating > Occasional Chairs,778,1711.6,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 29"" (73.7 cm) 
Depth: 35"" (88.9 cm) 
Height: 32 1/2"" (82.6 cm) 
Weight: 62 lb (27.9 kg)","CC440-086-1,
CC440-086-2"
CC443-097,Hooker Furniture Living Room Efron Club Chair w/ Black Metal Base,Hooker Furniture,Seating > Occasional Chairs,856,1883.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28"" (71.1 cm) 
Depth: 36"" (91.4 cm) 
Height: 35"" (88.9 cm) 
Weight: 53 lb (23.8 kg)","CC443-097-1,
CC443-097-2,
CC443-097-3"
CC445-SW-402,Hooker Furniture Living Room Bennet Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,527,1159.4,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 31 1/4"" (79.4 cm)
Depth: 30 1/2"" (77.5 cm)
Height: 27 1/4"" (69.2 cm)
Weight: 121.25 lb (54.6 kg)","CC445-SW-402-1,
CC445-SW-402-2,
CC445-SW-402-3"
CC445-SW-449,Hooker Furniture Living Room Bennet Swivel Club Chair (Blue),Hooker Furniture,Seating > Occasional Chairs,527,1159.4,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 31 1/4"" (79.4 cm) 
Depth: 30 1/2"" (77.5 cm) 
Height: 27 1/4"" (69.2 cm) 
Weight: 121.25 lb (54.6 kg)","CC445-SW-449-1,
CC445-SW-449-2,
CC445-SW-449-3"
CC445-SW-484,Hooker Furniture Living Room Bennet Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,527,1159.4,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 31 1/4"" (79.4 cm) 
Depth: 30 1/2"" (77.5 cm) 
Height: 27 1/4"" (69.2 cm) 
Weight: 121.25 lb (54.6 kg)","CC445-SW-484-1,
CC445-SW-484-2,
CC445-SW-484-3"
CC461-SW-095,Hooker Furniture Living Room Maneuver Leather Swivel Chair,Hooker Furniture,Seating > Occasional Chairs,856,1883.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 35"" (88.9 cm) 
Depth: 39"" (99.1 cm) 
Height: 40"" (101.6 cm) 
Weight: 66 lb (29.7 kg)","CC461-SW-095-1,
CC461-SW-095-2,
CC461-SW-095-3,
CC461-SW-095-4"
CC469-089,Hooker Furniture Living Room Kato Leather Club Chair w/ Dark HOH,Hooker Furniture,Seating > Occasional Chairs,1157,2545.4,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 29 1/2"" (74.9 cm) 
Depth: 32 1/2"" (82.6 cm) 
Height: 32"" (81.3 cm) 
Weight: 46.3 lb (20.8 kg)","CC469-089-1,CC469-089-2,
CC469-089-3"
CC469-097,Hooker Furniture Living Room Kato Leather Club Chair w/ Salt Pepper HOH,Hooker Furniture,Seating > Occasional Chairs,1157,2545.4,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 29 1/2"" (74.9 cm) 
Depth: 32 1/2"" (82.6 cm) 
Height: 32"" (81.3 cm) 
Weight: 46.3 lb (20.8 kg)

","CC469-097-1,
CC469-097-2,
CC469-097-3,
CC469-097-4,
CC469-097-5"
CC469-SW-089,Hooker Furniture Living Room Kato Leather Swivel Chair w/ Dark HOH,Hooker Furniture,Seating > Occasional Chairs,1186,2609.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29"" (73.7 cm) 
Depth: 32 1/2"" (82.6 cm) 
Height: 31 1/2"" (80 cm) 
Weight: 46 lb (20.7 kg)","CC469-SW-089-1,
CC469-SW-089-2,
CC469-SW-089-3"
CC469-SW-097,Hooker Furniture Living Room Kato Leather Swivel Chair w/ Salt Pepper HOH,Hooker Furniture,Seating > Occasional Chairs,1186,2609.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29"" (73.7 cm) 
Depth: 32 1/2"" (82.6 cm) 
Height: 31 1/2"" (80 cm) 
Weight: 46 lb (20.7 kg)","CC469-SW-097-1,
CC469-SW-097-2,
CC469-SW-097-3"
CC492-SW-083,Hooker Furniture Living Room Carson Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,860,1892,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 30"" (76.2 cm) 
Depth: 33"" (83.8 cm) 
Height: 31 1/2"" (80 cm) 
Weight: 90 lb (40.5 kg)","CC492-SW-083-1,
CC492-SW-083-2"
CC492-SW-085,Hooker Furniture Living Room Carson Swivel Club Chair (Dark),Hooker Furniture,Seating > Occasional Chairs,860,1892,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 30"" (76.2 cm) 
Depth: 33"" (83.8 cm) 
Height: 31 1/2"" (80 cm) 
Weight: 90 lb (40.5 kg)","CC492-SW-085-1,
CC492-SW-085-2,
CC492-SW-085-3"
CC492-SW-086,Hooker Furniture Living Room Carson Swivel Club Chair (Vibrant),Hooker Furniture,Seating > Occasional Chairs,860,1892,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 30"" (76.2 cm) 
Depth: 33"" (83.8 cm) 
Height: 31 1/2"" (80 cm) 
Weight: 90 lb (40.5 kg)","CC492-SW-086-1,
CC492-SW-086-2,
CC492-SW-086-3"
CC501-480,Hooker Furniture Living Room Isla Accent Lounge Chair,Hooker Furniture,Seating > Occasional Chairs,791,1740.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29"" (73.7 cm) 
Depth: 34 1/4"" (87 cm) 
Height: 32 3/4"" (83.2 cm) 
Volume: 26.66 cu ft (0.8 m3)","CC501-480-1,
CC501-480-2,
CC501-480-3,
CC501-480-4"
CC501-489,Hooker Furniture Livin Room Granada Lounge Chair,Hooker Furniture,Seating > Occasional Chairs,791,1740.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29"" (73.7 cm) 
Depth: 34 1/4"" (87 cm) 
Height: 32 3/4"" (83.2 cm) 
Weight: 52.91 lb (23.8 kg)","CC501-489-1,
CC501-489-2,
CC501-489-3"
CC503-SW-039,Hooker Furniture Living Room Conner Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,827,1819.4,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 31"" (78.7 cm) 
Depth: 34 1/2"" (87.6 cm) 
Height: 33 1/2"" (85.1 cm) 
Weight: 51 lb (23 kg)","CC503-SW-039-1,
CC503-SW-039-2"
CC503-SW-087,Hooker Furniture Living Room Conner Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,827,1819.4,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 31"" (78.7 cm) 
Depth: 34 1/2"" (87.6 cm) 
Height: 33 1/2"" (85.1 cm) 
Weight: 51 lb (23 kg)","CC503-SW-087-1,
CC503-SW-087-2"
CC503-SW-095,Hooker Furniture Living Room Conner Swivel Club Chair (Dark),Hooker Furniture,Seating > Occasional Chairs,827,1819.4,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 31"" (78.7 cm) 
Depth: 34 1/2"" (87.6 cm) 
Height: 33 1/2"" (85.1 cm) 
Weight: 51 lb (23 kg)","CC503-SW-095-1,
CC503-SW-095-2"
